D,string,u
D,1966-12-12 18:00:00,36.6
D,1966-12-13 18:00:00,36.7
D,1966-12-14 18:00:00,36.7
D,1966-12-15 18:00:00,35.9
D,1966-12-16 18:00:00,34.8
D,1966-12-17 18:00:00,33.3
D,1966-12-18 18:00:00,31.8
D,1966-12-19 18:00:00,30.0
D,1966-12-20 18:00:00,28.5
D,1966-12-21 18:00:00,27.2
D,1966-12-22 18:00:00,26.1
D,1966-12-23 18:00:00,25.2
D,1966-12-24 18:00:00,25.1
D,1966-12-25 18:00:00,26.2
D,1966-12-26 18:00:00,28.3
D,1966-12-27 18:00:00,31.5
D,1966-12-28 18:00:00,35.4
D,1966-12-29 18:00:00,40.2
D,1966-12-30 18:00:00,44.6
D,1966-12-31 18:00:00,47.9
D,1967-01-01 18:00:00,49.1
D,1967-01-02 18:00:00,49.5
D,1967-01-03 18:00:00,49.8
D,1967-01-04 18:00:00,48.9
D,1967-01-05 18:00:00,48.7
D,1967-01-06 18:00:00,48.6
D,1967-01-07 18:00:00,48.8
D,1967-01-08 18:00:00,47.5
D,1967-01-09 18:00:00,45.5
D,1967-01-10 18:00:00,44.0
D,1967-01-11 18:00:00,43.5
D,1967-01-12 18:00:00,44.1
D,1967-01-13 18:00:00,45.7
D,1967-01-14 18:00:00,46.9
D,1967-01-15 18:00:00,46.8
D,1967-01-16 18:00:00,45.5
D,1967-01-17 18:00:00,43.7
D,1967-01-18 18:00:00,41.9
D,1967-01-19 18:00:00,41.2
D,1967-01-20 18:00:00,42.1
D,1967-01-21 18:00:00,44.2
D,1967-01-22 18:00:00,46.5
D,1967-01-23 18:00:00,49.3
D,1967-01-24 18:00:00,52.2
D,1967-01-25 18:00:00,53.8
D,1967-01-26 18:00:00,53.9
D,1967-01-27 18:00:00,52.8
D,1967-01-28 18:00:00,51.2
D,1967-01-29 18:00:00,48.8
D,1967-01-30 18:00:00,44.5
D,1967-01-31 18:00:00,39.4
D,1967-02-01 18:00:00,35.1
D,1967-02-02 18:00:00,33.1
D,1967-02-03 18:00:00,33.0
D,1967-02-04 18:00:00,34.8
D,1967-02-05 18:00:00,38.3
D,1967-02-06 18:00:00,43.1
D,1967-02-07 18:00:00,46.5
D,1967-02-08 18:00:00,47.4
D,1967-02-09 18:00:00,46.9
D,1967-02-10 18:00:00,46.9
D,1967-02-11 18:00:00,48.3
D,1967-02-12 18:00:00,49.7
D,1967-02-13 18:00:00,49.6
D,1967-02-14 18:00:00,49.3
D,1967-02-15 18:00:00,47.4
D,1967-02-16 18:00:00,45.4
D,1967-02-17 18:00:00,43.6
D,1967-02-18 18:00:00,43.2
D,1967-02-19 18:00:00,42.9
D,1967-02-20 18:00:00,42.2
D,1967-02-21 18:00:00,41.4
D,1967-02-22 18:00:00,41.3
D,1967-02-23 18:00:00,42.0
D,1967-02-24 18:00:00,43.5
D,1967-02-25 18:00:00,46.3
D,1967-02-26 18:00:00,48.5
D,1967-02-27 18:00:00,49.8
D,1967-02-28 18:00:00,49.7
D,1967-03-01 18:00:00,49.8
D,1967-03-02 18:00:00,48.6
D,1967-03-03 18:00:00,46.5
D,1967-03-04 18:00:00,43.3
D,1967-03-05 18:00:00,40.5
D,1967-03-06 18:00:00,38.5
D,1967-03-07 18:00:00,36.3
D,1967-03-08 18:00:00,34.2
D,1967-03-09 18:00:00,31.8
D,1967-03-10 18:00:00,29.6
D,1967-03-11 18:00:00,27.9
D,1967-03-12 18:00:00,26.9
D,1967-03-13 18:00:00,27.3
D,1967-03-14 18:00:00,29.5
D,1967-03-15 18:00:00,33.5
D,1967-03-16 18:00:00,36.9
D,1967-03-17 18:00:00,38.0
D,1967-03-18 18:00:00,37.2
D,1967-03-19 18:00:00,36.6
D,1967-03-20 18:00:00,37.0
D,1967-03-21 18:00:00,37.7
D,1967-03-22 18:00:00,38.0
D,1967-03-23 18:00:00,37.5
D,1967-03-24 18:00:00,36.4
D,1967-03-25 18:00:00,34.6
D,1967-03-26 18:00:00,33.5
D,1967-03-27 18:00:00,33.3
D,1967-03-28 18:00:00,33.7
D,1967-03-29 18:00:00,33.3
D,1967-03-30 18:00:00,32.3
D,1967-03-31 18:00:00,31.1
D,1967-04-01 18:00:00,31.0
D,1967-04-02 18:00:00,30.6
D,1967-04-03 18:00:00,30.0
D,1967-04-04 18:00:00,28.0
D,1967-04-05 18:00:00,25.4
D,1967-04-06 18:00:00,22.6
D,1967-04-07 18:00:00,20.4
D,1967-04-08 18:00:00,18.0
D,1967-04-09 18:00:00,15.4
D,1967-04-10 18:00:00,12.2
D,1967-04-11 18:00:00,9.0
D,1967-04-12 18:00:00,5.5
D,1967-04-13 18:00:00,1.7
D,1967-04-14 18:00:00,-1.7
D,1967-04-15 18:00:00,-3.5
D,1967-04-16 18:00:00,-3.1
D,1967-04-17 18:00:00,-1.0
D,1967-04-18 18:00:00,1.6
D,1967-04-19 18:00:00,3.5
D,1967-04-20 18:00:00,4.4
D,1967-04-21 18:00:00,4.5
D,1967-04-22 18:00:00,4.5
D,1967-04-23 18:00:00,3.6
D,1967-04-24 18:00:00,1.4
D,1967-04-25 18:00:00,-2.3
D,1967-04-26 18:00:00,-6.4
D,1967-04-27 18:00:00,-9.9
D,1967-04-28 18:00:00,-12.2
D,1967-04-29 18:00:00,-12.8
D,1967-04-30 18:00:00,-12.8
D,1967-05-01 18:00:00,-13.0
D,1967-05-02 18:00:00,-13.7
D,1967-05-03 18:00:00,-14.9
D,1967-05-04 18:00:00,-15.3
D,1967-05-05 18:00:00,-15.2
D,1967-05-06 18:00:00,-14.5
D,1967-05-07 18:00:00,-14.3
D,1967-05-08 18:00:00,-14.5
D,1967-05-09 18:00:00,-14.6
D,1967-05-10 18:00:00,-14.4
D,1967-05-11 18:00:00,-13.8
D,1967-05-12 18:00:00,-13.4
D,1967-05-13 18:00:00,-13.1
D,1967-05-14 18:00:00,-12.9
D,1967-05-15 18:00:00,-12.2
D,1967-05-16 18:00:00,-12.2
D,1967-05-17 18:00:00,-12.0
D,1967-05-18 18:00:00,-12.2
D,1967-05-19 18:00:00,-12.2
D,1967-05-20 18:00:00,-12.3
D,1967-05-21 18:00:00,-12.6
D,1967-05-22 18:00:00,-12.4
D,1967-05-23 18:00:00,-12.2
D,1967-05-24 18:00:00,-12.0
D,1967-05-25 18:00:00,-12.1
D,1967-05-26 18:00:00,-12.4
D,1967-05-27 18:00:00,-12.8
D,1967-05-28 18:00:00,-13.3
D,1967-05-29 18:00:00,-14.0
D,1967-05-30 18:00:00,-14.6
D,1967-05-31 18:00:00,-14.6
D,1967-06-01 18:00:00,-14.3
D,1967-06-02 18:00:00,-13.7
D,1967-06-03 18:00:00,-13.3
D,1967-06-04 18:00:00,-13.0
D,1967-06-05 18:00:00,-12.9
D,1967-06-06 18:00:00,-12.7
D,1967-06-07 18:00:00,-12.5
D,1967-06-08 18:00:00,-12.4
D,1967-06-09 18:00:00,-12.2
D,1967-06-10 18:00:00,-12.3
D,1967-06-11 18:00:00,-12.6
D,1967-06-12 18:00:00,-13.1
D,1967-06-13 18:00:00,-13.4
D,1967-06-14 18:00:00,-13.4
D,1967-06-15 18:00:00,-13.3
D,1967-06-16 18:00:00,-13.2
D,1967-06-17 18:00:00,-13.0
D,1967-06-18 18:00:00,-12.7
D,1967-06-19 18:00:00,-12.6
D,1967-06-20 18:00:00,-12.8
D,1967-06-21 18:00:00,-12.6
D,1967-06-22 18:00:00,-12.7
D,1967-06-23 18:00:00,-12.5
D,1967-06-24 18:00:00,-12.5
D,1967-06-25 18:00:00,-12.2
D,1967-06-26 18:00:00,-12.2
D,1967-06-27 18:00:00,-12.0
D,1967-06-28 18:00:00,-11.8
D,1967-06-29 18:00:00,-11.7
D,1967-06-30 18:00:00,-11.6
D,1967-07-01 18:00:00,-11.6
D,1967-07-02 18:00:00,-11.6
D,1967-07-03 18:00:00,-11.3
D,1967-07-04 18:00:00,-11.0
D,1967-07-05 18:00:00,-10.9
D,1967-07-06 18:00:00,-11.0
D,1967-07-07 18:00:00,-11.2
D,1967-07-08 18:00:00,-11.4
D,1967-07-09 18:00:00,-11.5
D,1967-07-10 18:00:00,-11.5
D,1967-07-11 18:00:00,-11.6
D,1967-07-12 18:00:00,-11.4
D,1967-07-13 18:00:00,-11.2
D,1967-07-14 18:00:00,-10.8
D,1967-07-15 18:00:00,-10.3
D,1967-07-16 18:00:00,-9.8
D,1967-07-17 18:00:00,-9.6
D,1967-07-18 18:00:00,-9.4
D,1967-07-19 18:00:00,-9.3
D,1967-07-20 18:00:00,-9.1
D,1967-07-21 18:00:00,-8.8
D,1967-07-22 18:00:00,-8.6
D,1967-07-23 18:00:00,-8.4
D,1967-07-24 18:00:00,-8.2
D,1967-07-25 18:00:00,-7.8
D,1967-07-26 18:00:00,-7.6
D,1967-07-27 18:00:00,-7.2
D,1967-07-28 18:00:00,-7.1
D,1967-07-29 18:00:00,-6.9
D,1967-07-30 18:00:00,-6.7
D,1967-07-31 18:00:00,-6.4
D,1967-08-01 18:00:00,-6.2
D,1967-08-02 18:00:00,-6.3
D,1967-08-03 18:00:00,-6.3
D,1967-08-04 18:00:00,-6.4
D,1967-08-05 18:00:00,-6.2
D,1967-08-06 18:00:00,-6.2
D,1967-08-07 18:00:00,-6.3
D,1967-08-08 18:00:00,-6.0
D,1967-08-09 18:00:00,-5.5
D,1967-08-10 18:00:00,-4.7
D,1967-08-11 18:00:00,-4.2
D,1967-08-12 18:00:00,-3.7
D,1967-08-13 18:00:00,-3.1
D,1967-08-14 18:00:00,-2.5
D,1967-08-15 18:00:00,-1.9
D,1967-08-16 18:00:00,-1.5
D,1967-08-17 18:00:00,-1.1
D,1967-08-18 18:00:00,-0.8
D,1967-08-19 18:00:00,-0.5
D,1967-08-20 18:00:00,-0.3
D,1967-08-21 18:00:00,-0.3
D,1967-08-22 18:00:00,-0.2
D,1967-08-23 18:00:00,-0.0
D,1967-08-24 18:00:00,0.9
D,1967-08-25 18:00:00,1.5
D,1967-08-26 18:00:00,2.0
D,1967-08-27 18:00:00,1.9
D,1967-08-28 18:00:00,2.1
D,1967-08-29 18:00:00,2.4
D,1967-08-30 18:00:00,2.6
D,1967-08-31 18:00:00,2.9
D,1967-09-01 18:00:00,3.2
D,1967-09-02 18:00:00,3.6
D,1967-09-03 18:00:00,3.8
D,1967-09-04 18:00:00,4.1
D,1967-09-05 18:00:00,4.5
D,1967-09-06 18:00:00,4.8
D,1967-09-07 18:00:00,5.2
D,1967-09-08 18:00:00,5.8
D,1967-09-09 18:00:00,6.3
D,1967-09-10 18:00:00,6.7
D,1967-09-11 18:00:00,6.8
D,1967-09-12 18:00:00,6.9
D,1967-09-13 18:00:00,6.9
D,1967-09-14 18:00:00,7.1
D,1967-09-15 18:00:00,7.7
D,1967-09-16 18:00:00,8.2
D,1967-09-17 18:00:00,8.6
D,1967-09-18 18:00:00,8.8
D,1967-09-19 18:00:00,9.4
D,1967-09-20 18:00:00,10.2
D,1967-09-21 18:00:00,11.2
D,1967-09-22 18:00:00,12.1
D,1967-09-23 18:00:00,12.6
D,1967-09-24 18:00:00,12.8
D,1967-09-25 18:00:00,12.8
D,1967-09-26 18:00:00,12.9
D,1967-09-27 18:00:00,13.1
D,1967-09-28 18:00:00,13.3
D,1967-09-29 18:00:00,13.3
D,1967-09-30 18:00:00,13.2
D,1967-10-01 18:00:00,13.6
D,1967-10-02 18:00:00,14.2
D,1967-10-03 18:00:00,15.2
D,1967-10-04 18:00:00,16.3
D,1967-10-05 18:00:00,17.8
D,1967-10-06 18:00:00,19.2
D,1967-10-07 18:00:00,20.2
D,1967-10-08 18:00:00,20.4
D,1967-10-09 18:00:00,20.5
D,1967-10-10 18:00:00,20.7
D,1967-10-11 18:00:00,21.2
D,1967-10-12 18:00:00,21.7
D,1967-10-13 18:00:00,22.2
D,1967-10-14 18:00:00,22.8
D,1967-10-15 18:00:00,23.1
D,1967-10-16 18:00:00,23.8
D,1967-10-17 18:00:00,25.0
D,1967-10-18 18:00:00,26.4
D,1967-10-19 18:00:00,27.2
D,1967-10-20 18:00:00,27.1
D,1967-10-21 18:00:00,27.1
D,1967-10-22 18:00:00,27.3
D,1967-10-23 18:00:00,28.0
D,1967-10-24 18:00:00,28.8
D,1967-10-25 18:00:00,29.4
D,1967-10-26 18:00:00,29.8
D,1967-10-27 18:00:00,30.3
D,1967-10-28 18:00:00,31.0
D,1967-10-29 18:00:00,31.6
D,1967-10-30 18:00:00,31.9
D,1967-10-31 18:00:00,31.8
D,1967-11-01 18:00:00,31.5
D,1967-11-02 18:00:00,31.7
D,1967-11-03 18:00:00,32.5
D,1967-11-04 18:00:00,33.8
D,1967-11-05 18:00:00,34.6
D,1967-11-06 18:00:00,34.4
D,1967-11-07 18:00:00,33.2
D,1967-11-08 18:00:00,32.4
D,1967-11-09 18:00:00,31.4
D,1967-11-10 18:00:00,31.0
D,1967-11-11 18:00:00,30.3
D,1967-11-12 18:00:00,30.5
D,1967-11-13 18:00:00,30.0
D,1967-11-14 18:00:00,29.4
D,1967-11-15 18:00:00,28.9
D,1967-11-16 18:00:00,29.7
D,1967-11-17 18:00:00,30.1
D,1967-11-18 18:00:00,29.1
D,1967-11-19 18:00:00,27.2
D,1967-11-20 18:00:00,25.6
D,1967-11-21 18:00:00,25.4
D,1967-11-22 18:00:00,25.4
D,1967-11-23 18:00:00,24.9
D,1967-11-24 18:00:00,23.8
D,1967-11-25 18:00:00,23.1
D,1967-11-26 18:00:00,23.8
D,1967-11-27 18:00:00,25.2
D,1967-11-28 18:00:00,27.4
D,1967-11-29 18:00:00,30.2
D,1967-11-30 18:00:00,33.7
D,1967-12-01 18:00:00,37.0
D,1967-12-02 18:00:00,39.5
D,1967-12-03 18:00:00,41.9
D,1967-12-04 18:00:00,44.1
D,1967-12-05 18:00:00,46.4
D,1967-12-06 18:00:00,48.2
D,1967-12-07 18:00:00,49.6
D,1967-12-08 18:00:00,50.7
D,1967-12-09 18:00:00,51.4
D,1967-12-10 18:00:00,51.6
D,1967-12-11 18:00:00,50.7
D,1967-12-12 18:00:00,48.9
D,1967-12-13 18:00:00,46.8
D,1967-12-14 18:00:00,44.3
D,1967-12-15 18:00:00,42.0
D,1967-12-16 18:00:00,40.5
D,1967-12-17 18:00:00,40.5
D,1967-12-18 18:00:00,39.0
D,1967-12-19 18:00:00,36.6
D,1967-12-20 18:00:00,33.5
D,1967-12-21 18:00:00,32.3
D,1967-12-22 18:00:00,31.1
D,1967-12-23 18:00:00,30.3
D,1967-12-24 18:00:00,29.6
D,1967-12-25 18:00:00,31.2
D,1967-12-26 18:00:00,34.3
D,1967-12-27 18:00:00,35.5
D,1967-12-28 18:00:00,30.8
D,1967-12-29 18:00:00,23.1
D,1967-12-30 18:00:00,16.9
D,1967-12-31 18:00:00,14.4
D,1968-01-01 18:00:00,12.8
D,1968-01-02 18:00:00,12.2
D,1968-01-03 18:00:00,11.4
D,1968-01-04 18:00:00,10.8
D,1968-01-05 18:00:00,7.7
D,1968-01-06 18:00:00,3.8
D,1968-01-07 18:00:00,-1.0
D,1968-01-08 18:00:00,-3.5
D,1968-01-09 18:00:00,-4.0
D,1968-01-10 18:00:00,-3.4
D,1968-01-11 18:00:00,-2.4
D,1968-01-12 18:00:00,-0.9
D,1968-01-13 18:00:00,2.1
D,1968-01-14 18:00:00,5.5
D,1968-01-15 18:00:00,7.5
D,1968-01-16 18:00:00,6.9
D,1968-01-17 18:00:00,5.6
D,1968-01-18 18:00:00,6.5
D,1968-01-19 18:00:00,9.8
D,1968-01-20 18:00:00,13.5
D,1968-01-21 18:00:00,15.3
D,1968-01-22 18:00:00,16.2
D,1968-01-23 18:00:00,17.9
D,1968-01-24 18:00:00,20.1
D,1968-01-25 18:00:00,22.0
D,1968-01-26 18:00:00,22.0
D,1968-01-27 18:00:00,21.4
D,1968-01-28 18:00:00,21.3
D,1968-01-29 18:00:00,22.0
D,1968-01-30 18:00:00,22.6
D,1968-01-31 18:00:00,23.0
D,1968-02-01 18:00:00,23.6
D,1968-02-02 18:00:00,24.7
D,1968-02-03 18:00:00,25.0
D,1968-02-04 18:00:00,24.5
D,1968-02-05 18:00:00,23.5
D,1968-02-06 18:00:00,23.2
D,1968-02-07 18:00:00,23.5
D,1968-02-08 18:00:00,24.5
D,1968-02-09 18:00:00,25.9
D,1968-02-10 18:00:00,26.1
D,1968-02-11 18:00:00,25.4
D,1968-02-12 18:00:00,23.9
D,1968-02-13 18:00:00,22.7
D,1968-02-14 18:00:00,20.9
D,1968-02-15 18:00:00,18.9
D,1968-02-16 18:00:00,18.7
D,1968-02-17 18:00:00,20.4
D,1968-02-18 18:00:00,23.0
D,1968-02-19 18:00:00,25.8
D,1968-02-20 18:00:00,28.0
D,1968-02-21 18:00:00,29.7
D,1968-02-22 18:00:00,29.8
D,1968-02-23 18:00:00,29.4
D,1968-02-24 18:00:00,28.6
D,1968-02-25 18:00:00,27.9
D,1968-02-26 18:00:00,27.5
D,1968-02-27 18:00:00,26.6
D,1968-02-28 18:00:00,25.8
D,1968-02-29 18:00:00,25.3
D,1968-03-01 18:00:00,25.3
D,1968-03-02 18:00:00,25.0
D,1968-03-03 18:00:00,25.1
D,1968-03-04 18:00:00,25.7
D,1968-03-05 18:00:00,27.0
D,1968-03-06 18:00:00,27.4
D,1968-03-07 18:00:00,27.2
D,1968-03-08 18:00:00,27.0
D,1968-03-09 18:00:00,27.5
D,1968-03-10 18:00:00,29.2
D,1968-03-11 18:00:00,30.7
D,1968-03-12 18:00:00,32.5
D,1968-03-13 18:00:00,33.9
D,1968-03-14 18:00:00,35.5
D,1968-03-15 18:00:00,37.0
D,1968-03-16 18:00:00,38.3
D,1968-03-17 18:00:00,39.7
D,1968-03-18 18:00:00,40.1
D,1968-03-19 18:00:00,40.4
D,1968-03-20 18:00:00,40.2
D,1968-03-21 18:00:00,39.6
D,1968-03-22 18:00:00,37.6
D,1968-03-23 18:00:00,35.4
D,1968-03-24 18:00:00,34.2
D,1968-03-25 18:00:00,34.2
D,1968-03-26 18:00:00,34.7
D,1968-03-27 18:00:00,35.2
D,1968-03-28 18:00:00,35.4
D,1968-03-29 18:00:00,35.1
D,1968-03-30 18:00:00,34.5
D,1968-03-31 18:00:00,34.1
D,1968-04-01 18:00:00,33.7
D,1968-04-02 18:00:00,33.4
D,1968-04-03 18:00:00,32.8
D,1968-04-04 18:00:00,32.2
D,1968-04-05 18:00:00,31.7
D,1968-04-06 18:00:00,31.1
D,1968-04-07 18:00:00,30.7
D,1968-04-08 18:00:00,30.1
D,1968-04-09 18:00:00,29.4
D,1968-04-10 18:00:00,27.5
D,1968-04-11 18:00:00,24.0
D,1968-04-12 18:00:00,20.2
D,1968-04-13 18:00:00,16.3
D,1968-04-14 18:00:00,13.2
D,1968-04-15 18:00:00,10.2
D,1968-04-16 18:00:00,7.9
D,1968-04-17 18:00:00,6.1
D,1968-04-18 18:00:00,4.9
D,1968-04-19 18:00:00,3.7
D,1968-04-20 18:00:00,1.5
D,1968-04-21 18:00:00,-1.3
D,1968-04-22 18:00:00,-3.7
D,1968-04-23 18:00:00,-4.9
D,1968-04-24 18:00:00,-4.9
D,1968-04-25 18:00:00,-4.7
D,1968-04-26 18:00:00,-4.2
D,1968-04-27 18:00:00,-4.4
D,1968-04-28 18:00:00,-5.1
D,1968-04-29 18:00:00,-6.4
D,1968-04-30 18:00:00,-7.4
D,1968-05-01 18:00:00,-8.5
D,1968-05-02 18:00:00,-9.8
D,1968-05-03 18:00:00,-10.7
D,1968-05-04 18:00:00,-11.5
D,1968-05-05 18:00:00,-12.3
D,1968-05-06 18:00:00,-13.6
D,1968-05-07 18:00:00,-15.2
D,1968-05-08 18:00:00,-16.3
D,1968-05-09 18:00:00,-16.9
D,1968-05-10 18:00:00,-16.8
D,1968-05-11 18:00:00,-16.4
D,1968-05-12 18:00:00,-16.1
D,1968-05-13 18:00:00,-15.8
D,1968-05-14 18:00:00,-15.4
D,1968-05-15 18:00:00,-15.0
D,1968-05-16 18:00:00,-14.8
D,1968-05-17 18:00:00,-14.7
D,1968-05-18 18:00:00,-14.4
D,1968-05-19 18:00:00,-14.2
D,1968-05-20 18:00:00,-14.3
D,1968-05-21 18:00:00,-14.6
D,1968-05-22 18:00:00,-14.6
D,1968-05-23 18:00:00,-14.5
D,1968-05-24 18:00:00,-14.4
D,1968-05-25 18:00:00,-14.5
D,1968-05-26 18:00:00,-14.5
D,1968-05-27 18:00:00,-14.4
D,1968-05-28 18:00:00,-14.5
D,1968-05-29 18:00:00,-14.6
D,1968-05-30 18:00:00,-14.3
D,1968-05-31 18:00:00,-14.2
D,1968-06-01 18:00:00,-14.2
D,1968-06-02 18:00:00,-14.3
D,1968-06-03 18:00:00,-14.3
D,1968-06-04 18:00:00,-14.4
D,1968-06-05 18:00:00,-14.5
D,1968-06-06 18:00:00,-14.5
D,1968-06-07 18:00:00,-14.5
D,1968-06-08 18:00:00,-14.7
D,1968-06-09 18:00:00,-15.0
D,1968-06-10 18:00:00,-15.2
D,1968-06-11 18:00:00,-15.6
D,1968-06-12 18:00:00,-15.9
D,1968-06-13 18:00:00,-15.9
D,1968-06-14 18:00:00,-15.6
D,1968-06-15 18:00:00,-15.3
D,1968-06-16 18:00:00,-15.0
D,1968-06-17 18:00:00,-15.0
D,1968-06-18 18:00:00,-15.0
D,1968-06-19 18:00:00,-15.1
D,1968-06-20 18:00:00,-15.1
D,1968-06-21 18:00:00,-14.9
D,1968-06-22 18:00:00,-14.9
D,1968-06-23 18:00:00,-15.0
D,1968-06-24 18:00:00,-15.2
D,1968-06-25 18:00:00,-15.2
D,1968-06-26 18:00:00,-15.0
D,1968-06-27 18:00:00,-15.1
D,1968-06-28 18:00:00,-15.1
D,1968-06-29 18:00:00,-15.1
D,1968-06-30 18:00:00,-15.3
D,1968-07-01 18:00:00,-15.2
D,1968-07-02 18:00:00,-15.1
D,1968-07-03 18:00:00,-14.6
D,1968-07-04 18:00:00,-14.2
D,1968-07-05 18:00:00,-13.8
D,1968-07-06 18:00:00,-13.7
D,1968-07-07 18:00:00,-13.6
D,1968-07-08 18:00:00,-13.5
D,1968-07-09 18:00:00,-13.3
D,1968-07-10 18:00:00,-13.4
D,1968-07-11 18:00:00,-13.4
D,1968-07-12 18:00:00,-13.3
D,1968-07-13 18:00:00,-13.3
D,1968-07-14 18:00:00,-13.0
D,1968-07-15 18:00:00,-12.9
D,1968-07-16 18:00:00,-12.5
D,1968-07-17 18:00:00,-12.3
D,1968-07-18 18:00:00,-12.0
D,1968-07-19 18:00:00,-12.1
D,1968-07-20 18:00:00,-12.0
D,1968-07-21 18:00:00,-12.0
D,1968-07-22 18:00:00,-11.5
D,1968-07-23 18:00:00,-11.0
D,1968-07-24 18:00:00,-10.5
D,1968-07-25 18:00:00,-10.3
D,1968-07-26 18:00:00,-10.2
D,1968-07-27 18:00:00,-10.1
D,1968-07-28 18:00:00,-10.2
D,1968-07-29 18:00:00,-10.1
D,1968-07-30 18:00:00,-9.5
D,1968-07-31 18:00:00,-8.7
D,1968-08-01 18:00:00,-8.2
D,1968-08-02 18:00:00,-8.1
D,1968-08-03 18:00:00,-7.8
D,1968-08-04 18:00:00,-7.4
D,1968-08-05 18:00:00,-7.0
D,1968-08-06 18:00:00,-6.8
D,1968-08-07 18:00:00,-6.5
D,1968-08-08 18:00:00,-6.2
D,1968-08-09 18:00:00,-5.8
D,1968-08-10 18:00:00,-5.3
D,1968-08-11 18:00:00,-4.7
D,1968-08-12 18:00:00,-4.1
D,1968-08-13 18:00:00,-3.6
D,1968-08-14 18:00:00,-3.4
D,1968-08-15 18:00:00,-3.1
D,1968-08-16 18:00:00,-2.9
D,1968-08-17 18:00:00,-2.7
D,1968-08-18 18:00:00,-2.5
D,1968-08-19 18:00:00,-2.3
D,1968-08-20 18:00:00,-2.0
D,1968-08-21 18:00:00,-1.4
D,1968-08-22 18:00:00,-1.0
D,1968-08-23 18:00:00,-0.6
D,1968-08-24 18:00:00,-0.4
D,1968-08-25 18:00:00,-0.2
D,1968-08-26 18:00:00,-0.1
D,1968-08-27 18:00:00,-0.0
D,1968-08-28 18:00:00,0.4
D,1968-08-29 18:00:00,0.7
D,1968-08-30 18:00:00,1.0
D,1968-08-31 18:00:00,1.3
D,1968-09-01 18:00:00,1.6
D,1968-09-02 18:00:00,1.9
D,1968-09-03 18:00:00,2.0
D,1968-09-04 18:00:00,1.7
D,1968-09-05 18:00:00,1.5
D,1968-09-06 18:00:00,1.3
D,1968-09-07 18:00:00,1.7
D,1968-09-08 18:00:00,2.3
D,1968-09-09 18:00:00,2.9
D,1968-09-10 18:00:00,3.3
D,1968-09-11 18:00:00,3.9
D,1968-09-12 18:00:00,4.6
D,1968-09-13 18:00:00,5.4
D,1968-09-14 18:00:00,5.8
D,1968-09-15 18:00:00,6.3
D,1968-09-16 18:00:00,6.9
D,1968-09-17 18:00:00,7.2
D,1968-09-18 18:00:00,7.3
D,1968-09-19 18:00:00,7.5
D,1968-09-20 18:00:00,7.9
D,1968-09-21 18:00:00,8.4
D,1968-09-22 18:00:00,8.8
D,1968-09-23 18:00:00,9.2
D,1968-09-24 18:00:00,9.6
D,1968-09-25 18:00:00,10.3
D,1968-09-26 18:00:00,11.4
D,1968-09-27 18:00:00,12.8
D,1968-09-28 18:00:00,14.0
D,1968-09-29 18:00:00,14.7
D,1968-09-30 18:00:00,15.4
D,1968-10-01 18:00:00,16.3
D,1968-10-02 18:00:00,17.5
D,1968-10-03 18:00:00,18.3
D,1968-10-04 18:00:00,18.3
D,1968-10-05 18:00:00,18.2
D,1968-10-06 18:00:00,18.3
D,1968-10-07 18:00:00,18.3
D,1968-10-08 18:00:00,17.8
D,1968-10-09 18:00:00,16.8
D,1968-10-10 18:00:00,16.0
D,1968-10-11 18:00:00,15.6
D,1968-10-12 18:00:00,16.2
D,1968-10-13 18:00:00,17.3
D,1968-10-14 18:00:00,18.6
D,1968-10-15 18:00:00,19.7
D,1968-10-16 18:00:00,20.2
D,1968-10-17 18:00:00,20.6
D,1968-10-18 18:00:00,20.9
D,1968-10-19 18:00:00,21.3
D,1968-10-20 18:00:00,21.9
D,1968-10-21 18:00:00,22.2
D,1968-10-22 18:00:00,22.1
D,1968-10-23 18:00:00,22.2
D,1968-10-24 18:00:00,22.9
D,1968-10-25 18:00:00,24.3
D,1968-10-26 18:00:00,25.4
D,1968-10-27 18:00:00,26.4
D,1968-10-28 18:00:00,27.5
D,1968-10-29 18:00:00,28.7
D,1968-10-30 18:00:00,29.0
D,1968-10-31 18:00:00,28.8
D,1968-11-01 18:00:00,28.0
D,1968-11-02 18:00:00,27.3
D,1968-11-03 18:00:00,26.3
D,1968-11-04 18:00:00,25.5
D,1968-11-05 18:00:00,24.4
D,1968-11-06 18:00:00,23.3
D,1968-11-07 18:00:00,22.3
D,1968-11-08 18:00:00,22.0
D,1968-11-09 18:00:00,22.1
D,1968-11-10 18:00:00,22.6
D,1968-11-11 18:00:00,23.0
D,1968-11-12 18:00:00,23.0
D,1968-11-13 18:00:00,22.2
D,1968-11-14 18:00:00,20.5
D,1968-11-15 18:00:00,18.0
D,1968-11-16 18:00:00,16.1
D,1968-11-17 18:00:00,14.2
D,1968-11-18 18:00:00,13.1
D,1968-11-19 18:00:00,12.1
D,1968-11-20 18:00:00,11.8
D,1968-11-21 18:00:00,12.3
D,1968-11-22 18:00:00,13.2
D,1968-11-23 18:00:00,13.6
D,1968-11-24 18:00:00,12.1
D,1968-11-25 18:00:00,9.0
D,1968-11-26 18:00:00,6.2
D,1968-11-27 18:00:00,2.6
D,1968-11-28 18:00:00,-0.9
D,1968-11-29 18:00:00,-2.7
D,1968-11-30 18:00:00,-1.9
D,1968-12-01 18:00:00,2.7
D,1968-12-02 18:00:00,5.6
