D,string,u
D,1970-11-24 18:00:00,32.2
D,1970-11-25 18:00:00,31.7
D,1970-11-26 18:00:00,30.0
D,1970-11-27 18:00:00,28.4
D,1970-11-28 18:00:00,28.7
D,1970-11-29 18:00:00,31.0
D,1970-11-30 18:00:00,34.3
D,1970-12-01 18:00:00,37.0
D,1970-12-02 18:00:00,38.8
D,1970-12-03 18:00:00,39.8
D,1970-12-04 18:00:00,40.2
D,1970-12-05 18:00:00,39.6
D,1970-12-06 18:00:00,38.0
D,1970-12-07 18:00:00,36.7
D,1970-12-08 18:00:00,36.7
D,1970-12-09 18:00:00,37.9
D,1970-12-10 18:00:00,39.7
D,1970-12-11 18:00:00,41.4
D,1970-12-12 18:00:00,44.1
D,1970-12-13 18:00:00,46.5
D,1970-12-14 18:00:00,48.0
D,1970-12-15 18:00:00,47.4
D,1970-12-16 18:00:00,46.1
D,1970-12-17 18:00:00,44.7
D,1970-12-18 18:00:00,44.3
D,1970-12-19 18:00:00,44.3
D,1970-12-20 18:00:00,44.1
D,1970-12-21 18:00:00,43.7
D,1970-12-22 18:00:00,44.8
D,1970-12-23 18:00:00,46.1
D,1970-12-24 18:00:00,46.3
D,1970-12-25 18:00:00,44.7
D,1970-12-26 18:00:00,42.1
D,1970-12-27 18:00:00,40.2
D,1970-12-28 18:00:00,38.2
D,1970-12-29 18:00:00,37.6
D,1970-12-30 18:00:00,37.3
D,1970-12-31 18:00:00,37.8
D,1971-01-01 18:00:00,37.8
D,1971-01-02 18:00:00,38.3
D,1971-01-03 18:00:00,38.8
D,1971-01-04 18:00:00,38.9
D,1971-01-05 18:00:00,36.9
D,1971-01-06 18:00:00,34.0
D,1971-01-07 18:00:00,30.0
D,1971-01-08 18:00:00,26.8
D,1971-01-09 18:00:00,22.4
D,1971-01-10 18:00:00,18.4
D,1971-01-11 18:00:00,14.5
D,1971-01-12 18:00:00,11.4
D,1971-01-13 18:00:00,10.3
D,1971-01-14 18:00:00,9.8
D,1971-01-15 18:00:00,9.3
D,1971-01-16 18:00:00,7.1
D,1971-01-17 18:00:00,2.1
D,1971-01-18 18:00:00,-2.9
D,1971-01-19 18:00:00,-5.7
D,1971-01-20 18:00:00,-5.0
D,1971-01-21 18:00:00,-2.4
D,1971-01-22 18:00:00,-0.3
D,1971-01-23 18:00:00,1.4
D,1971-01-24 18:00:00,2.5
D,1971-01-25 18:00:00,3.0
D,1971-01-26 18:00:00,3.4
D,1971-01-27 18:00:00,3.3
D,1971-01-28 18:00:00,3.9
D,1971-01-29 18:00:00,5.2
D,1971-01-30 18:00:00,7.1
D,1971-01-31 18:00:00,9.2
D,1971-02-01 18:00:00,10.8
D,1971-02-02 18:00:00,12.1
D,1971-02-03 18:00:00,12.5
D,1971-02-04 18:00:00,11.6
D,1971-02-05 18:00:00,10.6
D,1971-02-06 18:00:00,9.7
D,1971-02-07 18:00:00,9.9
D,1971-02-08 18:00:00,10.7
D,1971-02-09 18:00:00,12.1
D,1971-02-10 18:00:00,13.5
D,1971-02-11 18:00:00,14.6
D,1971-02-12 18:00:00,15.9
D,1971-02-13 18:00:00,17.4
D,1971-02-14 18:00:00,18.6
D,1971-02-15 18:00:00,19.4
D,1971-02-16 18:00:00,19.6
D,1971-02-17 18:00:00,19.8
D,1971-02-18 18:00:00,19.9
D,1971-02-19 18:00:00,20.8
D,1971-02-20 18:00:00,22.0
D,1971-02-21 18:00:00,23.1
D,1971-02-22 18:00:00,24.2
D,1971-02-23 18:00:00,25.0
D,1971-02-24 18:00:00,25.3
D,1971-02-25 18:00:00,25.4
D,1971-02-26 18:00:00,25.3
D,1971-02-27 18:00:00,25.1
D,1971-02-28 18:00:00,24.1
D,1971-03-01 18:00:00,23.1
D,1971-03-02 18:00:00,22.3
D,1971-03-03 18:00:00,21.3
D,1971-03-04 18:00:00,20.0
D,1971-03-05 18:00:00,18.6
D,1971-03-06 18:00:00,17.9
D,1971-03-07 18:00:00,17.4
D,1971-03-08 18:00:00,17.0
D,1971-03-09 18:00:00,16.5
D,1971-03-10 18:00:00,15.5
D,1971-03-11 18:00:00,14.5
D,1971-03-12 18:00:00,13.7
D,1971-03-13 18:00:00,13.7
D,1971-03-14 18:00:00,13.6
D,1971-03-15 18:00:00,12.5
D,1971-03-16 18:00:00,10.4
D,1971-03-17 18:00:00,7.8
D,1971-03-18 18:00:00,4.9
D,1971-03-19 18:00:00,1.9
D,1971-03-20 18:00:00,-1.1
D,1971-03-21 18:00:00,-2.9
D,1971-03-22 18:00:00,-3.6
D,1971-03-23 18:00:00,-3.4
D,1971-03-24 18:00:00,-2.4
D,1971-03-25 18:00:00,-1.0
D,1971-03-26 18:00:00,0.4
D,1971-03-27 18:00:00,1.6
D,1971-03-28 18:00:00,2.3
D,1971-03-29 18:00:00,2.8
D,1971-03-30 18:00:00,3.6
D,1971-03-31 18:00:00,4.3
D,1971-04-01 18:00:00,5.1
D,1971-04-02 18:00:00,5.2
D,1971-04-03 18:00:00,4.9
D,1971-04-04 18:00:00,4.5
D,1971-04-05 18:00:00,4.5
D,1971-04-06 18:00:00,4.8
D,1971-04-07 18:00:00,4.8
D,1971-04-08 18:00:00,4.8
D,1971-04-09 18:00:00,4.7
D,1971-04-10 18:00:00,4.9
D,1971-04-11 18:00:00,5.1
D,1971-04-12 18:00:00,5.3
D,1971-04-13 18:00:00,5.6
D,1971-04-14 18:00:00,5.9
D,1971-04-15 18:00:00,5.9
D,1971-04-16 18:00:00,5.3
D,1971-04-17 18:00:00,4.5
D,1971-04-18 18:00:00,4.2
D,1971-04-19 18:00:00,4.0
D,1971-04-20 18:00:00,3.8
D,1971-04-21 18:00:00,3.1
D,1971-04-22 18:00:00,2.1
D,1971-04-23 18:00:00,0.7
D,1971-04-24 18:00:00,-0.4
D,1971-04-25 18:00:00,-0.8
D,1971-04-26 18:00:00,-0.7
D,1971-04-27 18:00:00,-0.7
D,1971-04-28 18:00:00,-0.8
D,1971-04-29 18:00:00,-0.9
D,1971-04-30 18:00:00,-0.6
D,1971-05-01 18:00:00,-0.4
D,1971-05-02 18:00:00,-0.0
D,1971-05-03 18:00:00,0.5
D,1971-05-04 18:00:00,1.1
D,1971-05-05 18:00:00,1.4
D,1971-05-06 18:00:00,1.5
D,1971-05-07 18:00:00,1.4
D,1971-05-08 18:00:00,0.9
D,1971-05-09 18:00:00,0.2
D,1971-05-10 18:00:00,-0.4
D,1971-05-11 18:00:00,-0.6
D,1971-05-12 18:00:00,-0.9
D,1971-05-13 18:00:00,-1.5
D,1971-05-14 18:00:00,-2.2
D,1971-05-15 18:00:00,-2.9
D,1971-05-16 18:00:00,-3.4
D,1971-05-17 18:00:00,-3.7
D,1971-05-18 18:00:00,-4.0
D,1971-05-19 18:00:00,-4.2
D,1971-05-20 18:00:00,-4.3
D,1971-05-21 18:00:00,-4.4
D,1971-05-22 18:00:00,-5.0
D,1971-05-23 18:00:00,-5.7
D,1971-05-24 18:00:00,-6.1
D,1971-05-25 18:00:00,-6.4
D,1971-05-26 18:00:00,-6.6
D,1971-05-27 18:00:00,-6.7
D,1971-05-28 18:00:00,-6.8
D,1971-05-29 18:00:00,-7.0
D,1971-05-30 18:00:00,-7.7
D,1971-05-31 18:00:00,-8.1
D,1971-06-01 18:00:00,-8.8
D,1971-06-02 18:00:00,-9.0
D,1971-06-03 18:00:00,-9.4
D,1971-06-04 18:00:00,-9.4
D,1971-06-05 18:00:00,-9.7
D,1971-06-06 18:00:00,-9.9
D,1971-06-07 18:00:00,-10.1
D,1971-06-08 18:00:00,-10.3
D,1971-06-09 18:00:00,-10.4
D,1971-06-10 18:00:00,-10.5
D,1971-06-11 18:00:00,-10.9
D,1971-06-12 18:00:00,-11.0
D,1971-06-13 18:00:00,-11.1
D,1971-06-14 18:00:00,-11.0
D,1971-06-15 18:00:00,-11.0
D,1971-06-16 18:00:00,-11.0
D,1971-06-17 18:00:00,-10.9
D,1971-06-18 18:00:00,-11.0
D,1971-06-19 18:00:00,-11.3
D,1971-06-20 18:00:00,-11.6
D,1971-06-21 18:00:00,-11.8
D,1971-06-22 18:00:00,-11.8
D,1971-06-23 18:00:00,-11.7
D,1971-06-24 18:00:00,-11.8
D,1971-06-25 18:00:00,-12.1
D,1971-06-26 18:00:00,-12.3
D,1971-06-27 18:00:00,-12.3
D,1971-06-28 18:00:00,-12.1
D,1971-06-29 18:00:00,-12.2
D,1971-06-30 18:00:00,-11.9
D,1971-07-01 18:00:00,-11.8
D,1971-07-02 18:00:00,-11.6
D,1971-07-03 18:00:00,-12.0
D,1971-07-04 18:00:00,-12.2
D,1971-07-05 18:00:00,-12.4
D,1971-07-06 18:00:00,-12.5
D,1971-07-07 18:00:00,-12.6
D,1971-07-08 18:00:00,-12.7
D,1971-07-09 18:00:00,-12.3
D,1971-07-10 18:00:00,-11.7
D,1971-07-11 18:00:00,-11.2
D,1971-07-12 18:00:00,-11.2
D,1971-07-13 18:00:00,-11.3
D,1971-07-14 18:00:00,-11.2
D,1971-07-15 18:00:00,-10.9
D,1971-07-16 18:00:00,-10.8
D,1971-07-17 18:00:00,-11.0
D,1971-07-18 18:00:00,-11.1
D,1971-07-19 18:00:00,-11.2
D,1971-07-20 18:00:00,-11.1
D,1971-07-21 18:00:00,-11.0
D,1971-07-22 18:00:00,-10.8
D,1971-07-23 18:00:00,-10.5
D,1971-07-24 18:00:00,-10.4
D,1971-07-25 18:00:00,-10.2
D,1971-07-26 18:00:00,-10.2
D,1971-07-27 18:00:00,-10.0
D,1971-07-28 18:00:00,-9.8
D,1971-07-29 18:00:00,-9.6
D,1971-07-30 18:00:00,-9.4
D,1971-07-31 18:00:00,-9.0
D,1971-08-01 18:00:00,-8.7
D,1971-08-02 18:00:00,-8.5
D,1971-08-03 18:00:00,-8.2
D,1971-08-04 18:00:00,-7.9
D,1971-08-05 18:00:00,-7.5
D,1971-08-06 18:00:00,-6.9
D,1971-08-07 18:00:00,-6.2
D,1971-08-08 18:00:00,-5.6
D,1971-08-09 18:00:00,-5.5
D,1971-08-10 18:00:00,-5.2
D,1971-08-11 18:00:00,-4.8
D,1971-08-12 18:00:00,-4.4
D,1971-08-13 18:00:00,-4.4
D,1971-08-14 18:00:00,-4.5
D,1971-08-15 18:00:00,-4.2
D,1971-08-16 18:00:00,-3.7
D,1971-08-17 18:00:00,-3.2
D,1971-08-18 18:00:00,-2.8
D,1971-08-19 18:00:00,-2.7
D,1971-08-20 18:00:00,-2.7
D,1971-08-21 18:00:00,-2.4
D,1971-08-22 18:00:00,-2.0
D,1971-08-23 18:00:00,-1.4
D,1971-08-24 18:00:00,-0.7
D,1971-08-25 18:00:00,-0.1
D,1971-08-26 18:00:00,0.5
D,1971-08-27 18:00:00,0.8
D,1971-08-28 18:00:00,1.1
D,1971-08-29 18:00:00,1.4
D,1971-08-30 18:00:00,1.8
D,1971-08-31 18:00:00,2.5
D,1971-09-01 18:00:00,3.2
D,1971-09-02 18:00:00,3.8
D,1971-09-03 18:00:00,4.2
D,1971-09-04 18:00:00,4.3
D,1971-09-05 18:00:00,4.5
D,1971-09-06 18:00:00,4.6
D,1971-09-07 18:00:00,4.9
D,1971-09-08 18:00:00,5.0
D,1971-09-09 18:00:00,5.0
D,1971-09-10 18:00:00,5.0
D,1971-09-11 18:00:00,4.9
D,1971-09-12 18:00:00,4.8
D,1971-09-13 18:00:00,4.8
D,1971-09-14 18:00:00,4.8
D,1971-09-15 18:00:00,5.3
D,1971-09-16 18:00:00,6.1
D,1971-09-17 18:00:00,7.1
D,1971-09-18 18:00:00,8.0
D,1971-09-19 18:00:00,8.5
D,1971-09-20 18:00:00,9.0
D,1971-09-21 18:00:00,9.4
D,1971-09-22 18:00:00,9.8
D,1971-09-23 18:00:00,10.3
D,1971-09-24 18:00:00,10.3
D,1971-09-25 18:00:00,10.2
D,1971-09-26 18:00:00,10.2
D,1971-09-27 18:00:00,10.3
D,1971-09-28 18:00:00,10.8
D,1971-09-29 18:00:00,11.4
D,1971-09-30 18:00:00,12.5
D,1971-10-01 18:00:00,13.6
D,1971-10-02 18:00:00,14.9
D,1971-10-03 18:00:00,16.3
D,1971-10-04 18:00:00,17.5
D,1971-10-05 18:00:00,18.3
D,1971-10-06 18:00:00,18.2
D,1971-10-07 18:00:00,18.0
D,1971-10-08 18:00:00,17.5
D,1971-10-09 18:00:00,17.3
D,1971-10-10 18:00:00,17.1
D,1971-10-11 18:00:00,17.7
D,1971-10-12 18:00:00,18.8
D,1971-10-13 18:00:00,20.4
D,1971-10-14 18:00:00,22.0
D,1971-10-15 18:00:00,23.5
D,1971-10-16 18:00:00,24.4
D,1971-10-17 18:00:00,24.4
D,1971-10-18 18:00:00,23.1
D,1971-10-19 18:00:00,21.7
D,1971-10-20 18:00:00,20.8
D,1971-10-21 18:00:00,20.6
D,1971-10-22 18:00:00,21.1
D,1971-10-23 18:00:00,21.7
D,1971-10-24 18:00:00,22.4
D,1971-10-25 18:00:00,22.2
D,1971-10-26 18:00:00,21.8
D,1971-10-27 18:00:00,21.6
D,1971-10-28 18:00:00,22.3
D,1971-10-29 18:00:00,23.3
D,1971-10-30 18:00:00,24.0
D,1971-10-31 18:00:00,25.1
D,1971-11-01 18:00:00,26.8
D,1971-11-02 18:00:00,28.3
D,1971-11-03 18:00:00,28.8
D,1971-11-04 18:00:00,28.9
D,1971-11-05 18:00:00,29.4
D,1971-11-06 18:00:00,30.6
D,1971-11-07 18:00:00,31.7
D,1971-11-08 18:00:00,32.9
D,1971-11-09 18:00:00,34.0
D,1971-11-10 18:00:00,35.1
D,1971-11-11 18:00:00,35.8
D,1971-11-12 18:00:00,36.7
D,1971-11-13 18:00:00,37.5
D,1971-11-14 18:00:00,38.9
D,1971-11-15 18:00:00,40.2
D,1971-11-16 18:00:00,41.1
D,1971-11-17 18:00:00,40.9
D,1971-11-18 18:00:00,40.3
D,1971-11-19 18:00:00,39.4
D,1971-11-20 18:00:00,39.0
D,1971-11-21 18:00:00,37.9
D,1971-11-22 18:00:00,36.0
D,1971-11-23 18:00:00,32.6
D,1971-11-24 18:00:00,29.2
D,1971-11-25 18:00:00,26.0
D,1971-11-26 18:00:00,23.7
D,1971-11-27 18:00:00,22.4
D,1971-11-28 18:00:00,22.7
D,1971-11-29 18:00:00,25.1
D,1971-11-30 18:00:00,29.2
D,1971-12-01 18:00:00,33.2
D,1971-12-02 18:00:00,36.0
D,1971-12-03 18:00:00,37.4
D,1971-12-04 18:00:00,38.0
D,1971-12-05 18:00:00,38.0
D,1971-12-06 18:00:00,38.5
D,1971-12-07 18:00:00,38.2
D,1971-12-08 18:00:00,37.7
D,1971-12-09 18:00:00,36.0
D,1971-12-10 18:00:00,35.2
D,1971-12-11 18:00:00,35.3
D,1971-12-12 18:00:00,36.4
D,1971-12-13 18:00:00,38.3
D,1971-12-14 18:00:00,40.2
D,1971-12-15 18:00:00,41.7
D,1971-12-16 18:00:00,42.8
D,1971-12-17 18:00:00,43.8
D,1971-12-18 18:00:00,46.0
D,1971-12-19 18:00:00,49.1
D,1971-12-20 18:00:00,52.3
D,1971-12-21 18:00:00,54.2
D,1971-12-22 18:00:00,54.2
D,1971-12-23 18:00:00,53.3
D,1971-12-24 18:00:00,51.3
D,1971-12-25 18:00:00,48.5
D,1971-12-26 18:00:00,47.0
D,1971-12-27 18:00:00,48.8
D,1971-12-28 18:00:00,53.3
D,1971-12-29 18:00:00,57.1
D,1971-12-30 18:00:00,58.1
D,1971-12-31 18:00:00,55.7
