D,string,ar,latcent,kurtosis,area,form
D,1967-07-09 18:00:00,1.0112,89.265,-0.14062,161220000.0,D
D,1967-07-10 18:00:00,1.0126,87.372,-0.26312,85548000.0,D
D,1967-07-11 18:00:00,1.0283,87.014,-0.26014,86157000.0,D
D,1967-07-12 18:00:00,1.0122,87.729,-0.26404,85823000.0,D
D,1967-07-13 18:00:00,1.0102,88.651,-0.2686,84754000.0,D
D,1967-07-14 18:00:00,1.0105,86.968,-0.2636,83170000.0,D
D,1967-07-15 18:00:00,1.0046,88.933,-0.15251,158490000.0,D
D,1967-07-16 18:00:00,1.0032,89.334,-0.15366,158970000.0,D
D,1967-07-17 18:00:00,1.0177,86.957,-0.26519,80851000.0,D
D,1967-07-18 18:00:00,1.0072,89.369,-0.15501,158270000.0,D
D,1967-07-19 18:00:00,1.0131,86.428,-0.26344,81150000.0,D
D,1967-07-20 18:00:00,1.0339,87.11,-0.26547,80727000.0,D
D,1967-07-21 18:00:00,1.007,88.075,-0.26853,80656000.0,D
D,1967-07-22 18:00:00,1.0084,89.314,-0.15226,159890000.0,D
D,1967-07-23 18:00:00,1.0056,89.229,-0.1572,158750000.0,D
D,1967-07-24 18:00:00,1.0232,87.641,-0.27019,79379000.0,D
D,1967-07-25 18:00:00,1.0297,88.066,-0.27115,79127000.0,D
D,1967-07-26 18:00:00,1.0147,88.897,-0.27604,76551000.0,D
D,1967-07-27 18:00:00,1.0339,88.518,-0.27573,77191000.0,D
D,1967-07-28 18:00:00,1.0105,85.432,-0.2623,77069000.0,D
D,1967-07-29 18:00:00,1.0166,85.103,-0.25709,76373000.0,D
D,1967-07-30 18:00:00,1.0069,88.709,-0.15894,161900000.0,D
D,1967-07-31 18:00:00,1.0095,89.229,-0.17058,160560000.0,D
D,1967-08-01 18:00:00,1.0131,89.564,-0.17045,156970000.0,D
D,1967-08-02 18:00:00,1.0378,88.217,-0.27975,72768000.0,D
D,1967-08-03 18:00:00,1.0263,88.99,-0.27977,72730000.0,D
D,1967-08-04 18:00:00,1.0263,86.767,-0.27242,73431000.0,D
D,1967-08-05 18:00:00,1.0218,87.96,-0.27756,72996000.0,D
D,1967-08-06 18:00:00,1.021,88.477,-0.27931,72575000.0,D
D,1967-08-07 18:00:00,1.0187,86.404,-0.2719,73925000.0,D
D,1967-08-08 18:00:00,1.0116,88.328,-0.14713,159300000.0,D
D,1967-08-09 18:00:00,1.0172,88.095,-0.15422,158640000.0,D
D,1967-08-10 18:00:00,1.0087,87.602,-0.14327,161570000.0,D
D,1967-08-11 18:00:00,1.0844,82.527,-0.24368,70632000.0,D
D,1967-08-12 18:00:00,1.0633,83.697,-0.25147,70238000.0,D
D,1967-08-13 18:00:00,1.0252,86.403,-0.27424,68202000.0,D
D,1967-08-14 18:00:00,1.0092,87.348,-0.14678,159930000.0,D
D,1967-08-15 18:00:00,1.0699,86.767,-0.28383,64993000.0,D
D,1967-08-16 18:00:00,1.0129,87.583,-0.16305,160150000.0,D
D,1967-08-17 18:00:00,1.0166,88.217,-0.1815,158180000.0,D
D,1967-08-18 18:00:00,1.0171,88.187,-0.19832,154240000.0,D
D,1967-08-19 18:00:00,1.0107,89.545,-0.18933,158300000.0,D
D,1967-08-20 18:00:00,1.009,87.446,-0.19563,156300000.0,D
D,1967-08-21 18:00:00,1.0093,86.918,-0.20437,148260000.0,D
D,1967-08-22 18:00:00,1.0443,84.615,-0.18279,140570000.0,D
D,1967-08-23 18:00:00,1.0239,84.497,-0.17223,134620000.0,D
D,1967-08-24 18:00:00,1.0251,83.51,-0.15856,129690000.0,D
D,1967-08-25 18:00:00,1.0294,83.684,-0.17461,123820000.0,D
D,1967-08-26 18:00:00,1.0034,84.949,-0.21072,127560000.0,D
D,1967-08-27 18:00:00,1.0037,83.477,-0.2058,120120000.0,D
D,1967-08-28 18:00:00,1.0064,84.777,-0.19966,121090000.0,D
D,1967-08-29 18:00:00,1.012,85.263,-0.18038,118870000.0,D
D,1967-08-30 18:00:00,1.0454,87.821,-0.20344,110720000.0,D
D,1967-08-31 18:00:00,1.0079,86.669,-0.19002,110590000.0,D
D,1967-09-01 18:00:00,1.0116,86.647,-0.19688,95622000.0,D
D,1967-09-02 18:00:00,1.0236,87.485,-0.1385,100670000.0,D
D,1967-09-03 18:00:00,1.048,89.521,-0.13152,97877000.0,D
D,1967-09-04 18:00:00,1.0435,89.182,-0.13396,98788000.0,D
D,1967-09-05 18:00:00,1.1012,84.701,-0.12297,86898000.0,D
D,1967-09-06 18:00:00,1.0495,83.809,-0.10198,85127000.0,D
D,1967-09-07 18:00:00,1.0828,84.872,-0.089247,83335000.0,D
D,1967-09-08 18:00:00,1.0355,84.797,0.014558,65768000.0,D
D,1967-09-09 18:00:00,1.1313,83.1,0.086635,51304000.0,D
D,1967-09-10 18:00:00,1.0374,84.913,0.30555,45793000.0,D
D,1967-09-11 18:00:00,1.0933,88.578,0.4984,40407000.0,D
D,1967-09-12 18:00:00,1.0347,86.146,0.50012,41906000.0,D
D,1967-09-13 18:00:00,1.0765,87.172,0.66209,44699000.0,D
D,1967-09-14 18:00:00,1.0168,88.719,0.75497,42974000.0,D
D,1967-09-15 18:00:00,1.1566,85.848,0.93158,42673000.0,D
D,1967-09-16 18:00:00,1.127,86.833,1.4952,40252000.0,D
D,1967-09-17 18:00:00,1.1081,83.832,2.113,33159000.0,D
D,1967-09-18 18:00:00,1.0825,82.151,2.1578,35187000.0,D
D,1967-09-19 18:00:00,1.1808,84.91,2.5106,33937000.0,D
D,1967-09-20 18:00:00,1.1005,84.999,3.6053,30432000.0,D
D,1967-09-21 18:00:00,1.216,86.258,4.9688,29209000.0,D
D,1967-09-22 18:00:00,1.3288,87.457,5.6077,28871000.0,D
D,1967-09-23 18:00:00,1.0971,87.574,4.4275,25634000.0,D
D,1967-09-24 18:00:00,1.1935,88.119,0.78816,22812000.0,D
D,1967-09-25 18:00:00,1.1036,87.38,0.27358,21962000.0,D
D,1967-09-26 18:00:00,1.0609,84.443,0.27468,22196000.0,D
D,1967-09-27 18:00:00,1.1524,83.075,0.252,22474000.0,D
D,1967-09-28 18:00:00,1.0971,83.202,0.23124,22929000.0,D
D,1967-09-29 18:00:00,1.0789,82.034,0.21451,22675000.0,D
D,1967-09-30 18:00:00,1.0501,80.632,0.2209,24563000.0,D
D,1967-10-01 18:00:00,1.0839,80.024,0.19745,25415000.0,D
D,1967-10-02 18:00:00,1.095,80.17,0.2023,23112000.0,D
D,1967-10-03 18:00:00,1.1162,81.949,0.20926,21251000.0,D
D,1967-10-04 18:00:00,1.0708,84.028,0.21887,19878000.0,D
D,1967-10-05 18:00:00,1.0337,85.409,0.20884,19600000.0,D
D,1967-10-06 18:00:00,1.094,86.527,0.20415,18849000.0,D
D,1967-10-07 18:00:00,1.2067,87.73,0.19813,19656000.0,D
D,1967-10-08 18:00:00,1.2567,88.508,0.19618,21165000.0,D
D,1967-10-09 18:00:00,1.2662,88.463,0.21352,22643000.0,D
D,1967-10-10 18:00:00,1.2663,87.45,0.20757,22602000.0,D
D,1967-10-11 18:00:00,1.274,87.2,0.20307,22694000.0,D
D,1967-10-12 18:00:00,1.3529,87.567,0.20617,23705000.0,D
D,1967-10-13 18:00:00,1.4374,88.211,0.21107,23123000.0,D
D,1967-10-14 18:00:00,1.433,89.048,0.21672,22991000.0,D
D,1967-10-15 18:00:00,1.3979,89.576,0.22508,22858000.0,D
D,1967-10-16 18:00:00,1.3363,89.302,0.23136,22931000.0,D
D,1967-10-17 18:00:00,1.2607,88.587,0.21449,23947000.0,D
D,1967-10-18 18:00:00,1.2138,88.016,0.21194,23128000.0,D
D,1967-10-19 18:00:00,1.1379,88.526,0.21597,23145000.0,D
D,1967-10-20 18:00:00,1.1186,88.306,0.20274,22474000.0,D
D,1967-10-21 18:00:00,1.12,86.94,0.20398,24226000.0,D
D,1967-10-22 18:00:00,1.1364,85.526,0.2011,24585000.0,D
D,1967-10-23 18:00:00,1.1476,84.497,0.20429,24564000.0,D
D,1967-10-24 18:00:00,1.1876,84.166,0.20459,25384000.0,D
D,1967-10-25 18:00:00,1.2074,83.917,0.21068,25080000.0,D
D,1967-10-26 18:00:00,1.13,83.294,0.20394,25063000.0,D
D,1967-10-27 18:00:00,1.0402,82.664,0.20016,24510000.0,D
D,1967-10-28 18:00:00,1.0232,82.299,0.20377,25401000.0,D
D,1967-10-29 18:00:00,1.008,82.21,0.1992,25190000.0,D
D,1967-10-30 18:00:00,1.062,81.675,0.19756,24790000.0,D
D,1967-10-31 18:00:00,1.1327,81.914,0.19634,25301000.0,D
D,1967-11-01 18:00:00,1.2709,82.982,0.19662,25474000.0,D
D,1967-11-02 18:00:00,1.4328,83.971,0.19291,25585000.0,D
D,1967-11-03 18:00:00,1.5895,84.792,0.17611,25852000.0,D
D,1967-11-04 18:00:00,1.6172,85.15,0.15709,26930000.0,D
D,1967-11-05 18:00:00,1.5867,85.211,0.14744,27089000.0,D
D,1967-11-06 18:00:00,1.5004,85.38,0.1794,26242000.0,D
D,1967-11-07 18:00:00,1.4046,85.58,0.2042,25523000.0,D
D,1967-11-08 18:00:00,1.4178,85.607,0.21452,26200000.0,D
D,1967-11-09 18:00:00,1.5485,85.557,0.19297,26350000.0,D
D,1967-11-10 18:00:00,1.7101,85.463,0.14621,26839000.0,D
D,1967-11-11 18:00:00,1.7793,85.001,0.13704,26457000.0,D
D,1967-11-12 18:00:00,1.7875,84.515,0.15817,26654000.0,D
D,1967-11-13 18:00:00,1.7516,84.238,0.16212,26565000.0,D
D,1967-11-14 18:00:00,1.6642,83.771,0.18877,24290000.0,D
D,1967-11-15 18:00:00,1.6177,82.984,0.19529,25580000.0,D
D,1967-11-16 18:00:00,1.6225,82.043,0.20318,26769000.0,D
D,1967-11-17 18:00:00,1.6109,81.675,0.22991,27652000.0,D
D,1967-11-18 18:00:00,1.4154,80.877,0.19859,27506000.0,D
D,1967-11-19 18:00:00,1.3029,79.397,0.19044,28144000.0,D
D,1967-11-20 18:00:00,1.3238,78.619,0.1965,29476000.0,D
D,1967-11-21 18:00:00,1.3518,78.072,0.18558,29833000.0,D
D,1967-11-22 18:00:00,1.3317,77.33,0.18061,29624000.0,D
D,1967-11-23 18:00:00,1.3069,76.628,0.17289,29041000.0,D
D,1967-11-24 18:00:00,1.324,75.947,0.17058,28932000.0,D
D,1967-11-25 18:00:00,1.2724,75.216,0.17201,28554000.0,D
D,1967-11-26 18:00:00,1.2733,74.279,0.1553,28752000.0,D
D,1967-11-27 18:00:00,1.3167,74.387,0.14526,28690000.0,D
D,1967-11-28 18:00:00,1.2518,74.658,0.14716,28628000.0,D
D,1967-11-29 18:00:00,1.1489,75.021,0.14914,28654000.0,D
D,1967-11-30 18:00:00,1.1618,76.233,0.16028,27798000.0,D
D,1967-12-01 18:00:00,1.246,78.047,0.1698,27568000.0,D
D,1967-12-02 18:00:00,1.3038,80.073,0.18467,25926000.0,D
D,1967-12-03 18:00:00,1.3712,81.418,0.19044,26871000.0,D
D,1967-12-04 18:00:00,1.4871,82.261,0.19576,26296000.0,D
D,1967-12-05 18:00:00,1.4667,82.211,0.1725,25225000.0,D
D,1967-12-06 18:00:00,1.3795,82.464,0.17299,25260000.0,D
D,1967-12-07 18:00:00,1.3238,83.591,0.17812,26028000.0,D
D,1967-12-08 18:00:00,1.3411,84.764,0.18712,26174000.0,D
D,1967-12-09 18:00:00,1.3241,85.857,0.1944,24344000.0,D
D,1967-12-10 18:00:00,1.3721,86.667,0.21421,24436000.0,D
D,1967-12-11 18:00:00,1.4921,87.655,0.25235,24958000.0,D
D,1967-12-12 18:00:00,1.6016,87.12,0.24625,25277000.0,D
D,1967-12-13 18:00:00,1.6059,85.262,0.19627,25987000.0,D
D,1967-12-14 18:00:00,1.5377,82.819,0.17161,27906000.0,D
D,1967-12-15 18:00:00,1.4399,80.433,0.18829,29111000.0,D
D,1967-12-16 18:00:00,1.309,78.374,0.21764,29781000.0,D
D,1967-12-17 18:00:00,1.1854,77.488,0.20317,29570000.0,D
D,1967-12-18 18:00:00,1.1812,77.156,0.17007,28424000.0,D
D,1967-12-19 18:00:00,1.2189,76.714,0.15739,28379000.0,D
D,1967-12-20 18:00:00,1.3044,76.095,0.16075,29289000.0,D
D,1967-12-21 18:00:00,1.5104,76.907,0.15615,30495000.0,D
D,1967-12-22 18:00:00,1.7573,78.747,0.12686,30151000.0,D
D,1967-12-23 18:00:00,1.9212,79.902,0.13149,29130000.0,D
D,1967-12-24 18:00:00,1.7771,78.583,0.22974,27527000.0,D
D,1967-12-25 18:00:00,1.4512,76.132,0.19158,25342000.0,D
D,1967-12-26 18:00:00,1.4515,76.182,0.14099,23059000.0,D
D,1967-12-27 18:00:00,1.5396,78.581,0.13431,22718000.0,D
D,1967-12-28 18:00:00,1.8754,81.348,0.1127,19924000.0,D
D,1967-12-29 18:00:00,2.6464,80.377,0.039051,21926000.0,S
D,1967-12-30 18:00:00,2.8574,77.343,0.13465,32088000.0,S
D,1967-12-31 18:00:00,2.8537,75.58,0.44467,35337000.0,S
D,1968-01-01 18:00:00,3.0353,76.331,0.53342,32294000.0,S
D,1968-01-02 18:00:00,3.0671,78.552,0.2009,31365000.0,S
D,1968-01-03 18:00:00,3.312,80.393,-0.031768,27349000.0,S
D,1968-01-04 18:00:00,3.2688,85.858,-0.33048,29694000.0,S
D,1968-01-05 18:00:00,2.8599,82.12,-0.086233,40758000.0,S
D,1968-01-06 18:00:00,2.8424,78.899,0.020106,40954000.0,S
D,1968-01-07 18:00:00,2.9074,79.833,-0.1205,39204000.0,S
D,1968-01-08 18:00:00,2.8667,80.001,-0.064668,40522000.0,S
D,1968-01-09 18:00:00,2.8358,79.264,0.17305,41311000.0,S
D,1968-01-10 18:00:00,2.7621,80.29,0.18256,41335000.0,S
D,1968-01-11 18:00:00,2.5295,77.626,0.72084,40801000.0,S
D,1968-01-12 18:00:00,2.3748,75.59,1.1127,39144000.0,D
D,1968-01-13 18:00:00,2.3491,73.549,1.4049,35131000.0,D
D,1968-01-14 18:00:00,2.2552,71.66,1.8535,33969000.0,D
D,1968-01-15 18:00:00,2.0488,71.172,2.5933,31097000.0,D
D,1968-01-16 18:00:00,1.6316,72.85,1.413,18459000.0,D
D,1968-01-17 18:00:00,1.6298,80.16,0.24251,11589000.0,D
D,1968-01-18 18:00:00,2.1678,88.876,0.40872,9500100.0,D
D,1968-01-19 18:00:00,2.1224,81.685,0.39539,15033000.0,D
D,1968-01-20 18:00:00,1.6555,81.056,0.28474,14950000.0,D
D,1968-01-21 18:00:00,1.3758,83.042,0.22403,12985000.0,D
D,1968-01-22 18:00:00,1.2834,84.664,0.23108,13345000.0,D
D,1968-01-23 18:00:00,1.3023,82.545,0.22243,13325000.0,D
D,1968-01-24 18:00:00,1.2612,80.9,0.21878,14674000.0,D
D,1968-01-25 18:00:00,1.3018,82.315,0.20319,15361000.0,D
D,1968-01-26 18:00:00,1.3548,83.946,0.20436,15766000.0,D
D,1968-01-27 18:00:00,1.3803,85.479,0.21767,15407000.0,D
D,1968-01-28 18:00:00,1.2648,86.679,0.2138,13483000.0,D
D,1968-01-29 18:00:00,1.3094,87.481,0.20349,13248000.0,D
D,1968-01-30 18:00:00,1.4888,87.106,0.20952,14596000.0,D
D,1968-01-31 18:00:00,1.5349,84.39,0.2508,16496000.0,D
D,1968-02-01 18:00:00,1.3978,81.594,0.24613,18167000.0,D
D,1968-02-02 18:00:00,1.3548,79.432,0.25712,21037000.0,D
D,1968-02-03 18:00:00,1.2598,78.428,0.2371,20794000.0,D
D,1968-02-04 18:00:00,1.2611,78.786,0.22223,20729000.0,D
D,1968-02-05 18:00:00,1.23,79.391,0.22405,20432000.0,D
D,1968-02-06 18:00:00,1.189,80.888,0.22347,20648000.0,D
D,1968-02-07 18:00:00,1.1183,84.602,0.21786,18506000.0,D
D,1968-02-08 18:00:00,1.1836,89.496,0.22082,18959000.0,D
D,1968-02-09 18:00:00,1.2207,84.365,0.21624,19672000.0,D
D,1968-02-10 18:00:00,1.1017,78.933,0.20824,19646000.0,D
D,1968-02-11 18:00:00,1.1779,75.528,0.20382,21645000.0,D
D,1968-02-12 18:00:00,1.2791,73.99,0.22395,26715000.0,D
D,1968-02-13 18:00:00,1.2986,73.247,0.27304,29171000.0,D
D,1968-02-14 18:00:00,1.3101,72.914,0.3315,31442000.0,D
D,1968-02-15 18:00:00,1.331,73.154,0.26688,29633000.0,D
D,1968-02-16 18:00:00,1.3108,74.163,0.22525,25558000.0,D
D,1968-02-17 18:00:00,1.2609,75.221,0.23185,25391000.0,D
D,1968-02-18 18:00:00,1.1391,76.498,0.23837,24175000.0,D
D,1968-02-19 18:00:00,1.2206,77.749,0.21996,23305000.0,D
D,1968-02-20 18:00:00,1.2352,78.725,0.24937,24596000.0,D
D,1968-02-21 18:00:00,1.1599,79.214,0.23413,24369000.0,D
D,1968-02-22 18:00:00,1.0846,79.807,0.22507,23304000.0,D
D,1968-02-23 18:00:00,1.1689,80.025,0.20952,22510000.0,D
D,1968-02-24 18:00:00,1.279,79.705,0.20026,22083000.0,D
D,1968-02-25 18:00:00,1.2643,77.699,0.19769,22675000.0,D
D,1968-02-26 18:00:00,1.1617,76.449,0.20889,24607000.0,D
D,1968-02-27 18:00:00,1.0782,76.433,0.22669,23351000.0,D
D,1968-02-28 18:00:00,1.0923,77.386,0.23768,22675000.0,D
D,1968-02-29 18:00:00,1.1618,77.92,0.23669,22621000.0,D
D,1968-03-01 18:00:00,1.228,77.924,0.26309,23810000.0,D
D,1968-03-02 18:00:00,1.2687,77.059,0.24037,23726000.0,D
D,1968-03-03 18:00:00,1.348,77.138,0.21071,24058000.0,D
D,1968-03-04 18:00:00,1.2822,78.304,0.21762,24899000.0,D
D,1968-03-05 18:00:00,1.1403,78.0,0.22091,25117000.0,D
D,1968-03-06 18:00:00,1.1212,77.073,0.2238,25912000.0,D
D,1968-03-07 18:00:00,1.175,76.308,0.23004,26138000.0,D
D,1968-03-08 18:00:00,1.1989,75.504,0.23242,25110000.0,D
D,1968-03-09 18:00:00,1.1736,75.299,0.22028,26749000.0,D
D,1968-03-10 18:00:00,1.25,76.535,0.20751,25606000.0,D
D,1968-03-11 18:00:00,1.3354,78.3,0.19682,24333000.0,D
D,1968-03-12 18:00:00,1.3214,80.021,0.18496,23825000.0,D
D,1968-03-13 18:00:00,1.1579,80.149,0.1987,23023000.0,D
D,1968-03-14 18:00:00,1.2358,79.623,0.18728,27054000.0,D
D,1968-03-15 18:00:00,1.2513,79.16,0.19778,27514000.0,D
D,1968-03-16 18:00:00,1.2528,80.367,0.1973,27041000.0,D
D,1968-03-17 18:00:00,1.0986,82.025,0.2062,24999000.0,D
D,1968-03-18 18:00:00,1.1734,83.975,0.20777,27746000.0,D
D,1968-03-19 18:00:00,1.194,85.777,0.19885,26161000.0,D
D,1968-03-20 18:00:00,1.1158,85.657,0.18306,25361000.0,D
D,1968-03-21 18:00:00,1.0837,83.185,0.18106,26481000.0,D
D,1968-03-22 18:00:00,1.1581,81.707,0.17464,26703000.0,D
D,1968-03-23 18:00:00,1.2693,81.727,0.16671,25520000.0,D
D,1968-03-24 18:00:00,1.2753,82.821,0.17284,24801000.0,D
D,1968-03-25 18:00:00,1.2463,84.795,0.17808,24271000.0,D
D,1968-03-26 18:00:00,1.1767,86.353,0.17718,25330000.0,D
D,1968-03-27 18:00:00,1.1017,87.719,0.18974,24974000.0,D
D,1968-03-28 18:00:00,1.0449,87.393,0.19641,23496000.0,D
D,1968-03-29 18:00:00,1.1762,86.269,0.19675,22939000.0,D
D,1968-03-30 18:00:00,1.1653,85.45,0.20817,23607000.0,D
D,1968-03-31 18:00:00,1.0862,85.371,0.20604,24491000.0,D
D,1968-04-01 18:00:00,1.0367,85.337,0.20491,23861000.0,D
D,1968-04-02 18:00:00,1.1269,84.62,0.19879,24006000.0,D
D,1968-04-03 18:00:00,1.0924,84.731,0.19997,24336000.0,D
D,1968-04-04 18:00:00,1.1305,84.123,0.19454,23755000.0,D
D,1968-04-05 18:00:00,1.1426,83.152,0.18917,26582000.0,D
D,1968-04-06 18:00:00,1.2111,82.704,0.17369,28281000.0,D
D,1968-04-07 18:00:00,1.2867,84.184,0.16714,26719000.0,D
D,1968-04-08 18:00:00,1.2484,84.766,0.17409,25499000.0,D
D,1968-04-09 18:00:00,1.238,84.23,0.1777,25353000.0,D
D,1968-04-10 18:00:00,1.1911,82.877,0.17685,24756000.0,D
D,1968-04-11 18:00:00,1.171,79.897,0.20067,26519000.0,D
D,1968-04-12 18:00:00,1.1589,76.451,0.25813,27743000.0,D
D,1968-04-13 18:00:00,1.0418,74.644,0.20873,25655000.0,D
D,1968-04-14 18:00:00,1.0987,74.04,0.18908,25044000.0,D
D,1968-04-15 18:00:00,1.1434,73.204,0.19475,24914000.0,D
D,1968-04-16 18:00:00,1.1743,72.379,0.1854,24741000.0,D
D,1968-04-17 18:00:00,1.243,72.443,0.19517,25179000.0,D
D,1968-04-18 18:00:00,1.3353,73.092,0.22159,26080000.0,D
D,1968-04-19 18:00:00,1.4929,73.043,0.23989,29359000.0,D
D,1968-04-20 18:00:00,1.4188,73.691,1.007,41565000.0,D
D,1968-04-21 18:00:00,1.4491,72.577,1.9954,42966000.0,D
D,1968-04-22 18:00:00,1.3626,71.644,3.0413,44748000.0,D
D,1968-04-23 18:00:00,1.0859,71.36,4.0446,43878000.0,D
D,1968-04-24 18:00:00,1.1838,73.499,2.8203,54171000.0,D
D,1968-04-25 18:00:00,1.1754,75.643,2.1199,55271000.0,D
D,1968-04-26 18:00:00,1.1784,76.026,1.9041,52143000.0,D
D,1968-04-27 18:00:00,1.1802,76.778,1.9009,50098000.0,D
D,1968-04-28 18:00:00,1.5721,76.464,1.6295,47501000.0,D
D,1968-04-29 18:00:00,1.6314,74.561,1.4037,46645000.0,D
D,1968-04-30 18:00:00,1.4034,76.367,1.2843,49080000.0,D
D,1968-05-01 18:00:00,1.2538,78.126,1.4158,48569000.0,D
D,1968-05-02 18:00:00,1.4158,70.685,1.7821,48947000.0,D
D,1968-05-03 18:00:00,1.2527,66.205,2.7977,46253000.0,D
D,1968-05-04 18:00:00,1.169,61.847,3.4868,43073000.0,D
D,1968-05-05 18:00:00,1.3802,66.391,2.111,41801000.0,D
D,1968-05-06 18:00:00,1.4238,75.708,0.68986,41689000.0,D
D,1968-05-07 18:00:00,1.1789,76.061,0.42311,40855000.0,D
D,1968-05-08 18:00:00,1.273,68.885,0.68508,37655000.0,D
D,1968-05-09 18:00:00,1.1654,60.186,1.5652,35336000.0,D
D,1968-05-10 18:00:00,1.2829,58.227,1.6396,38305000.0,D
D,1968-05-11 18:00:00,1.1105,74.2,0.15837,51217000.0,D
D,1968-05-12 18:00:00,1.0263,72.624,0.085079,57839000.0,D
D,1968-05-13 18:00:00,1.128,73.322,-0.0046996,55789000.0,D
D,1968-05-14 18:00:00,1.0226,73.799,-0.02376,55365000.0,D
D,1968-05-15 18:00:00,1.1077,82.04,-0.094281,123790000.0,D
D,1968-05-16 18:00:00,1.0321,80.755,-0.085684,124300000.0,D
D,1968-05-17 18:00:00,1.025,80.563,-0.09841,123360000.0,D
D,1968-05-18 18:00:00,1.0654,79.985,-0.098146,115690000.0,D
D,1968-05-19 18:00:00,1.1233,78.952,-0.087112,110100000.0,D
D,1968-05-20 18:00:00,1.0816,79.498,-0.1093,118640000.0,D
D,1968-05-21 18:00:00,1.0744,81.368,-0.1296,119030000.0,D
D,1968-05-22 18:00:00,1.0767,81.516,-0.12982,115110000.0,D
D,1968-05-23 18:00:00,1.14,80.15,-0.11261,113790000.0,D
D,1968-05-24 18:00:00,1.039,77.922,-0.077337,110600000.0,D
D,1968-05-25 18:00:00,1.0558,79.819,-0.12213,113130000.0,D
D,1968-05-26 18:00:00,1.0095,88.624,-0.081046,162270000.0,D
D,1968-05-27 18:00:00,1.0072,88.77,-0.087021,161540000.0,D
D,1968-05-28 18:00:00,1.0097,87.303,-0.086251,160740000.0,D
D,1968-05-29 18:00:00,1.026,79.32,-0.11504,108500000.0,D
D,1968-05-30 18:00:00,1.0173,87.197,-0.086822,161120000.0,D
D,1968-05-31 18:00:00,1.0759,78.161,-0.11181,103120000.0,D
D,1968-06-01 18:00:00,1.0044,87.801,-0.096432,161150000.0,D
D,1968-06-02 18:00:00,1.0043,87.657,-0.093696,160660000.0,D
D,1968-06-03 18:00:00,1.0226,78.442,-0.11567,104800000.0,D
D,1968-06-04 18:00:00,1.0733,78.614,-0.12325,106050000.0,D
D,1968-06-05 18:00:00,1.0487,82.7,-0.19142,105890000.0,D
D,1968-06-06 18:00:00,1.0249,85.67,-0.22633,105430000.0,D
D,1968-06-07 18:00:00,1.0089,88.998,-0.10767,160950000.0,D
D,1968-06-08 18:00:00,1.0123,88.377,-0.11091,160250000.0,D
D,1968-06-09 18:00:00,1.0126,88.734,-0.11491,158960000.0,D
D,1968-06-10 18:00:00,1.0064,88.849,-0.1137,160200000.0,D
D,1968-06-11 18:00:00,1.0042,89.165,-0.11278,161350000.0,D
D,1968-06-12 18:00:00,1.032,85.747,-0.23378,102230000.0,D
D,1968-06-13 18:00:00,1.007,88.679,-0.11601,160060000.0,D
D,1968-06-14 18:00:00,1.0041,88.748,-0.11685,159740000.0,D
D,1968-06-15 18:00:00,1.0026,89.49,-0.11443,160850000.0,D
D,1968-06-16 18:00:00,1.0021,89.367,-0.11131,161240000.0,D
D,1968-06-17 18:00:00,1.0243,85.893,-0.24095,97159000.0,D
D,1968-06-18 18:00:00,1.0232,86.365,-0.24324,97845000.0,D
D,1968-06-19 18:00:00,1.0145,89.62,-0.10829,162260000.0,D
D,1968-06-20 18:00:00,1.0325,88.003,-0.25507,97590000.0,D
D,1968-06-21 18:00:00,1.0081,89.167,-0.25949,97452000.0,D
D,1968-06-22 18:00:00,1.0117,87.694,-0.25843,95949000.0,D
D,1968-06-23 18:00:00,1.0274,87.985,-0.25978,95779000.0,D
D,1968-06-24 18:00:00,1.0075,89.604,-0.11346,161790000.0,D
D,1968-06-25 18:00:00,1.0024,89.459,-0.11555,161590000.0,D
D,1968-06-26 18:00:00,1.008,85.525,-0.2445,95751000.0,D
D,1968-06-27 18:00:00,1.0053,88.918,-0.11869,161020000.0,D
D,1968-06-28 18:00:00,1.0012,89.251,-0.11908,162240000.0,D
D,1968-06-29 18:00:00,1.023,86.544,-0.25615,93485000.0,D
D,1968-06-30 18:00:00,1.0132,89.034,-0.12479,160580000.0,D
D,1968-07-01 18:00:00,1.0148,89.545,-0.12654,160290000.0,D
D,1968-07-02 18:00:00,1.0086,89.121,-0.12982,159360000.0,D
D,1968-07-03 18:00:00,1.0046,89.245,-0.13243,159690000.0,D
D,1968-07-04 18:00:00,1.0076,89.186,-0.13246,160120000.0,D
D,1968-07-05 18:00:00,1.01,89.613,-0.13585,159220000.0,D
D,1968-07-06 18:00:00,1.0079,89.55,-0.1336,159140000.0,D
D,1968-07-07 18:00:00,1.0099,89.713,-0.1335,159480000.0,D
D,1968-07-08 18:00:00,1.0086,89.611,-0.12798,160370000.0,D
D,1968-07-09 18:00:00,1.015,87.75,-0.26705,87709000.0,D
D,1968-07-10 18:00:00,1.0137,88.682,-0.26877,87513000.0,D
D,1968-07-11 18:00:00,1.0074,88.109,-0.26852,86679000.0,D
D,1968-07-12 18:00:00,1.0135,88.419,-0.26989,86560000.0,D
D,1968-07-13 18:00:00,1.019,88.006,-0.27048,84554000.0,D
D,1968-07-14 18:00:00,1.0168,89.187,-0.27304,85648000.0,D
D,1968-07-15 18:00:00,1.0074,89.228,-0.128,161090000.0,D
D,1968-07-16 18:00:00,1.0017,89.426,-0.1259,161790000.0,D
D,1968-07-17 18:00:00,1.0086,87.519,-0.2683,84373000.0,D
